gender,height,weight,age,color,occupation,race,hair,titan,loveHistoria,eyes,loyalty,humor,fighting,intelligence,willpower,execution,passion,coordination,rationality,isReiner
1,168,107,41,1,2,1,3,2,1,2,3,4,3,6,9,1,8,2,8,0
2,163,84,35,2,2,3,3,1,1,1,6,7,8,6,1,3,4,10,5,0
2,160,63,31,2,1,3,2,2,2,1,5,0,0,9,8,9,0,9,1,0
2,171,82,56,1,1,1,2,2,2,2,10,2,10,5,1,7,7,10,6,0
1,160,46,46,3,1,2,1,2,1,2,9,3,4,2,3,2,1,6,0,0
1,183,58,25,2,1,2,2,2,2,2,2,5,10,5,1,4,8,4,4,0
2,199,78,29,1,3,2,1,1,2,1,5,2,5,1,8,3,3,7,9,0
2,139,127,51,3,3,2,3,1,2,2,4,6,2,2,9,10,4,7,6,0
1,174,85,25,2,1,1,2,1,2,1,5,3,0,3,4,8,7,9,9,0
2,188,41,33,2,2,3,1,2,1,3,0,6,0,2,9,6,9,7,0,0
1,150,110,47,3,3,1,1,1,1,2,1,9,5,7,3,7,1,7,5,0
1,171,48,39,1,1,2,3,1,2,3,4,0,9,10,5,1,1,10,7,0
1,146,112,43,2,3,3,2,2,1,1,0,6,2,3,3,5,2,10,6,0
2,142,61,44,3,3,1,2,1,1,2,4,2,8,2,9,5,8,1,0,0
2,159,47,37,1,1,2,3,1,1,1,7,7,2,5,0,9,0,1,0,0
2,146,61,32,2,1,2,1,2,1,2,1,7,10,10,5,10,0,6,0,0
1,154,74,36,2,2,1,1,2,2,3,5,4,3,2,9,6,4,1,8,0
2,147,117,51,1,1,2,1,2,2,3,2,8,9,0,10,7,8,2,5,0
1,175,123,39,3,1,1,2,2,1,1,8,1,9,5,1,5,6,6,7,0
1,158,91,36,2,2,3,2,1,1,2,7,6,7,9,1,7,10,2,3,0
1,192,74,39,2,1,1,1,1,2,2,8,3,6,0,2,2,8,10,2,0
2,145,46,39,3,3,1,3,2,2,2,4,9,0,6,3,3,0,4,1,0
2,177,41,37,2,1,2,1,1,1,1,2,3,1,6,5,5,9,8,2,0
1,176,107,58,2,3,2,2,2,2,1,4,8,4,8,9,2,6,4,10,0
2,150,78,57,1,3,1,1,1,2,2,2,1,10,7,1,7,6,10,7,0
2,187,43,33,1,1,2,3,2,2,3,1,5,5,8,1,6,4,8,4,0
1,186,59,34,2,1,3,2,1,1,1,3,9,0,4,6,4,3,10,5,1
2,151,89,39,3,3,3,2,1,2,3,6,10,2,6,6,6,3,0,6,0
2,169,118,53,1,1,2,1,1,1,2,8,7,9,4,10,3,4,10,8,0
2,183,79,43,1,2,3,2,1,2,3,5,2,9,9,8,7,9,1,10,0
1,187,106,37,3,1,1,1,1,1,1,8,0,9,4,3,8,0,1,9,0
1,172,112,39,1,2,2,3,1,2,1,10,8,8,8,9,3,0,6,10,0
1,178,44,29,2,2,1,2,1,2,3,2,9,7,5,1,1,6,5,6,0
1,165,47,39,2,1,1,1,1,2,3,1,10,5,9,4,6,9,4,3,0
1,153,129,55,3,3,3,3,1,1,1,0,4,4,2,5,8,3,5,8,0
2,162,67,45,3,3,3,2,1,1,3,1,2,2,9,1,4,5,9,3,0
2,193,108,49,2,2,2,2,1,1,2,9,7,10,0,2,1,9,7,9,0
2,192,112,56,2,2,1,1,2,1,1,4,3,3,0,1,4,10,5,0,0
2,167,81,48,3,2,3,2,2,2,1,1,5,10,8,10,6,10,2,0,0
2,181,109,33,3,1,1,3,1,2,2,7,10,9,1,3,8,0,3,9,0
2,137,96,30,1,2,3,1,2,2,1,1,3,8,1,1,9,0,9,10,0
2,148,124,13,2,2,2,2,2,1,1,0,2,9,10,5,9,7,8,7,0
2,139,52,56,1,3,3,2,1,1,2,5,4,6,4,6,1,1,0,3,0
1,169,44,32,1,2,1,2,1,1,2,7,6,1,4,10,2,4,3,5,0
1,147,46,37,2,3,2,2,1,1,1,3,1,3,1,1,2,3,4,9,0
1,194,107,25,2,2,1,3,1,2,2,9,4,3,8,8,2,5,2,10,0
1,188,66,48,1,3,1,3,1,1,2,6,6,10,9,3,6,10,7,5,0
2,160,85,15,3,3,3,3,1,2,1,6,6,9,0,9,2,5,5,5,0
1,136,75,18,3,3,3,1,2,2,1,2,0,0,6,7,3,5,6,2,0
1,192,47,10,2,1,2,1,1,1,1,10,4,6,7,9,10,2,6,8,0
1,166,116,51,1,1,2,3,2,1,1,10,0,6,5,1,2,6,5,8,0
2,165,113,20,2,3,3,1,1,1,2,6,4,3,3,0,9,2,2,9,0
2,152,63,56,1,1,3,1,2,1,1,8,5,1,8,6,8,0,4,1,0
2,156,63,17,1,1,3,2,2,1,1,7,4,6,0,1,1,2,2,5,0
1,187,72,36,2,3,2,3,1,2,1,2,8,2,6,4,5,2,0,9,0
2,192,83,51,3,1,1,3,1,2,2,4,2,9,7,4,6,1,6,8,0
2,175,116,13,3,2,3,2,1,2,1,9,6,5,8,4,2,5,10,10,0
2,197,82,40,3,2,3,2,1,1,1,10,10,9,10,1,9,2,4,5,0
2,141,108,31,1,3,3,3,1,1,3,0,1,3,10,3,10,7,1,8,0
1,158,122,35,1,3,3,1,2,2,1,4,5,8,3,0,10,1,4,4,0
1,143,47,24,1,1,3,2,1,1,3,3,4,3,1,8,6,1,3,1,1
1,158,61,53,2,2,3,3,1,2,1,9,0,10,10,10,10,0,4,9,0
2,179,51,23,2,1,3,2,1,2,3,5,10,10,7,10,5,4,10,9,0
2,152,117,24,3,1,2,3,2,2,1,6,10,0,10,6,2,2,8,3,0
1,183,58,49,1,3,1,2,1,2,3,10,8,0,9,4,8,10,2,5,0
1,174,71,28,2,1,1,2,2,2,1,7,9,0,9,2,10,5,2,0,0
1,137,108,33,3,3,2,1,1,2,2,10,5,6,0,4,0,8,4,3,0
2,192,85,38,2,1,1,1,2,2,2,4,1,4,3,2,3,9,2,9,0
1,190,68,28,3,2,1,1,1,1,3,6,5,2,9,0,0,9,5,9,0
1,199,57,36,1,2,1,2,1,2,1,9,3,4,8,4,9,7,0,6,0
1,178,116,34,1,1,2,3,1,2,1,3,4,4,2,7,9,10,9,3,0
2,166,96,52,2,3,3,2,2,1,1,6,3,2,7,10,5,1,10,4,0
1,174,72,56,3,1,1,1,1,1,2,4,4,6,5,3,7,2,3,9,0
2,140,127,11,2,2,1,2,1,2,2,6,7,5,8,8,9,8,6,5,0
1,187,124,35,3,1,2,3,1,1,1,2,2,6,10,8,9,1,5,10,0
2,194,97,48,3,3,2,1,2,2,3,5,6,10,4,9,10,9,5,6,0
1,177,82,30,2,1,2,2,1,1,2,10,1,5,8,3,10,3,1,4,0
2,193,110,34,2,3,1,3,2,1,1,5,3,6,2,8,4,7,4,6,0
1,178,54,50,1,3,1,3,2,1,2,1,10,8,4,1,6,9,5,4,0
2,185,88,27,1,3,1,2,2,1,1,5,4,10,9,3,5,3,8,5,0
2,142,81,51,1,2,3,2,2,1,2,1,0,1,6,0,4,2,1,10,0
2,165,102,51,2,3,2,3,2,2,3,4,2,8,1,10,9,9,10,9,0
1,147,91,47,2,1,2,1,2,2,3,1,3,4,9,0,1,0,2,1,0
1,174,73,23,1,1,1,2,1,1,2,1,4,2,6,9,8,7,3,3,0
1,177,120,34,3,2,3,1,1,1,3,4,7,10,2,10,5,1,1,6,0
2,178,128,33,2,2,1,2,2,2,1,0,2,4,7,9,2,3,5,4,0
2,194,43,47,3,1,3,1,2,2,2,0,0,4,1,5,4,4,2,9,0
1,160,45,48,2,2,1,2,1,1,2,0,3,6,3,2,2,5,5,3,0
1,177,97,28,1,1,2,1,1,1,2,8,6,1,1,0,10,3,9,1,0
1,169,104,20,2,1,3,1,2,2,3,2,1,6,1,10,9,0,10,5,0
1,161,125,19,2,2,3,1,1,2,2,5,10,4,5,6,2,4,6,4,0
2,161,127,30,3,1,1,2,2,2,2,7,8,7,8,7,7,9,6,9,0
1,147,48,52,1,1,1,1,2,1,2,8,1,5,10,1,1,2,2,2,0
2,145,104,54,2,1,1,1,1,2,1,8,2,8,10,9,9,0,8,6,0
2,167,71,15,2,1,3,1,2,2,1,1,2,2,4,0,0,10,0,10,0
2,168,86,19,3,1,1,2,1,1,1,4,1,10,9,5,1,10,5,1,0
2,146,127,41,1,2,1,1,2,1,1,10,10,10,0,0,8,0,6,1,0
2,152,129,40,1,2,1,3,2,1,1,1,2,1,0,7,0,4,0,6,0
2,144,126,10,2,3,1,2,2,2,2,5,0,3,4,0,0,1,8,3,0
1,144,116,30,2,2,1,1,1,1,1,2,0,3,8,1,1,10,3,3,0
1,159,102,27,3,3,2,3,1,1,1,0,7,7,1,1,0,10,7,4,0
2,151,99,25,1,1,1,3,1,1,3,7,10,5,6,4,3,6,0,8,0
1,148,111,25,1,3,3,3,2,1,3,7,2,8,5,8,9,9,3,7,0
1,144,96,19,3,1,1,1,2,2,2,0,3,4,5,4,3,2,8,0,0
2,192,44,28,2,3,2,3,1,2,1,9,7,3,4,8,7,9,6,10,0
2,199,82,43,1,2,3,2,2,2,1,1,8,5,3,0,4,9,9,5,0
2,176,106,31,1,2,2,1,1,2,2,1,8,2,5,0,9,8,0,2,0
1,171,119,33,1,1,1,3,1,1,1,4,5,3,0,1,0,2,0,7,0
2,176,64,55,2,3,3,3,2,2,2,2,5,1,0,7,8,5,3,10,0
2,166,95,14,3,2,2,2,1,2,1,1,3,3,9,3,0,10,4,6,0
2,172,92,24,3,3,1,2,1,2,1,7,8,4,7,1,7,10,1,10,0
2,135,50,26,3,3,2,3,2,2,3,1,1,4,7,7,10,8,5,9,0
1,170,61,45,2,3,2,3,2,2,3,5,10,5,9,7,1,2,8,0,0
1,195,112,33,1,1,1,3,2,1,3,2,4,7,2,6,8,0,4,0,0
2,188,75,30,2,3,1,1,2,2,2,0,8,2,1,4,9,1,3,6,0
2,150,69,55,2,1,1,3,2,1,2,0,2,2,8,1,6,8,0,7,0
1,152,68,52,1,1,2,3,1,1,1,5,5,1,0,8,9,4,5,1,0
1,168,127,49,1,3,2,2,1,1,1,8,2,3,7,6,4,0,10,7,0
1,143,65,29,3,1,2,1,1,1,1,9,1,10,6,1,1,8,1,3,0
1,150,100,36,1,3,2,1,1,2,1,6,0,10,5,3,8,5,10,7,0
1,161,117,10,2,1,2,2,2,2,1,4,10,10,7,8,0,5,5,10,0
2,199,104,51,3,3,3,2,1,1,2,1,10,3,6,4,1,9,9,1,0
2,182,80,52,1,3,2,3,1,2,3,3,3,6,8,7,10,8,8,3,0
2,150,117,43,3,2,2,3,2,2,3,7,10,6,10,1,10,1,2,3,0
1,184,86,13,2,2,1,2,2,2,1,0,5,7,3,8,6,3,9,4,0
2,159,81,31,1,2,1,2,1,2,3,6,5,8,7,4,5,3,3,9,0
1,194,86,34,2,3,1,1,1,2,2,8,2,3,6,2,3,5,3,3,0
2,136,98,37,1,1,2,1,1,2,3,7,7,10,2,2,0,9,9,1,0
2,177,74,17,3,2,3,3,1,1,3,1,3,3,4,1,2,0,7,7,0
2,188,43,48,3,3,1,2,2,2,3,8,3,5,5,6,10,3,9,1,0
2,155,54,52,3,3,1,1,1,1,2,0,7,0,4,5,0,3,9,1,0
1,199,128,57,1,1,1,3,1,2,3,0,2,6,3,9,7,7,5,3,0
2,189,124,11,1,3,3,3,1,2,3,3,0,2,6,5,0,3,0,4,0
2,153,45,22,3,1,2,1,2,1,2,2,4,8,9,10,9,1,10,1,0
2,165,129,43,3,1,3,1,2,2,2,8,2,5,2,3,6,6,0,9,0
1,156,99,49,1,3,2,2,2,2,3,1,8,7,4,6,9,5,2,0,0
1,136,75,27,3,1,2,3,2,2,3,6,6,10,4,9,8,1,6,10,0
2,139,55,37,2,2,2,1,1,1,1,1,4,5,7,6,4,0,6,7,0
2,151,79,33,1,2,1,3,2,1,2,3,4,3,4,9,9,0,0,5,0
2,187,95,59,1,1,2,2,2,2,1,0,6,7,6,7,7,2,0,0,0
2,139,56,25,3,3,2,1,2,1,3,6,0,0,9,3,9,7,8,7,0
2,136,67,19,3,2,2,3,1,2,3,9,5,6,1,6,5,7,2,10,0
1,163,40,15,2,2,3,2,1,2,3,5,6,1,6,3,6,9,8,8,0
2,193,90,41,3,2,3,1,1,2,1,1,3,9,3,3,4,1,0,8,0
2,149,117,30,1,3,1,3,1,1,2,2,9,2,2,6,4,10,5,6,0
1,159,44,25,1,2,3,3,2,2,1,0,10,5,0,2,6,0,5,6,0
2,166,64,20,1,2,3,2,2,1,3,7,7,2,9,5,8,6,10,6,0
2,138,87,13,3,3,2,2,2,1,1,1,6,8,8,7,7,10,10,3,0
2,135,46,33,3,1,1,2,1,2,3,10,7,2,1,2,4,9,0,6,0
1,145,58,39,1,2,1,3,2,1,1,6,5,10,3,5,6,7,4,0,0
1,138,125,25,3,2,3,2,2,2,2,9,3,3,6,7,8,9,3,7,0
1,196,58,47,2,3,2,2,1,1,2,8,5,2,6,5,6,7,4,5,0
2,137,68,39,2,2,3,1,2,1,3,4,8,8,0,2,1,5,4,5,0
2,197,57,13,3,3,2,3,2,1,3,5,1,9,2,2,10,9,4,10,0
2,180,74,21,2,3,3,3,1,2,3,2,2,0,0,0,0,4,9,2,0
1,148,85,43,2,1,2,1,2,2,2,9,9,1,7,10,9,4,7,8,0
1,183,44,50,3,1,3,3,1,1,1,8,5,9,0,8,0,0,5,5,0
2,170,87,31,3,1,2,1,1,1,3,9,7,6,8,10,7,9,5,4,0
1,139,43,40,3,2,2,3,2,2,3,6,7,7,0,3,1,6,6,7,0
2,173,66,50,1,2,1,2,2,1,1,2,1,10,1,9,2,2,10,9,0
2,160,104,10,2,2,1,1,2,2,3,8,3,4,10,3,1,1,1,10,0
2,187,116,17,1,3,2,1,2,2,2,5,8,3,1,0,7,9,4,7,0
1,156,118,51,1,3,3,1,1,1,1,4,9,1,8,10,6,8,0,10,0
2,137,61,43,3,2,3,2,2,1,2,4,7,9,8,4,6,2,0,8,0
1,151,127,27,1,3,3,3,2,2,1,9,7,7,3,9,4,5,1,1,0
1,189,57,53,3,2,3,3,1,2,1,8,7,5,6,10,1,0,4,7,0
1,195,129,14,2,1,1,1,2,1,1,7,0,4,8,6,10,7,8,0,0
2,190,55,27,3,2,1,2,2,2,2,5,5,0,0,1,9,10,8,5,0
1,189,94,18,3,1,1,3,2,1,3,7,9,1,2,3,9,3,8,2,0
2,189,106,59,2,2,1,3,2,1,2,0,7,4,10,3,8,1,9,5,0
1,199,63,41,2,2,1,2,1,2,2,3,0,1,3,8,10,5,9,5,0
2,198,102,32,3,3,2,3,1,2,2,6,7,10,3,9,2,10,1,6,0
1,151,67,22,1,1,1,2,1,2,1,5,8,9,0,3,4,6,0,3,0
2,138,121,19,2,3,2,1,1,1,1,8,0,4,9,9,4,1,5,4,0
1,178,55,18,3,2,2,2,2,2,1,2,7,4,5,10,1,0,6,6,0
1,147,86,14,2,1,1,3,2,2,3,0,2,6,1,2,1,1,10,5,0
2,142,87,40,2,2,1,2,1,1,1,10,5,5,2,10,7,2,5,9,0
2,155,97,41,1,2,2,3,2,1,1,4,7,1,5,9,9,9,7,5,0
1,137,100,50,2,1,1,3,1,1,1,1,9,10,2,1,1,5,3,6,0
1,152,115,36,1,1,3,3,2,2,3,2,2,10,7,3,0,6,10,10,0
2,195,116,23,2,1,3,3,1,2,2,5,2,0,0,7,7,9,6,1,0
2,181,95,26,1,2,2,2,2,2,2,5,0,9,3,2,4,3,1,10,0
2,158,116,26,1,2,2,2,1,2,2,4,8,9,1,3,6,8,4,9,0
2,163,121,15,1,1,1,3,1,2,3,9,3,6,5,4,0,2,9,1,0
2,146,123,19,3,2,3,1,2,1,2,3,5,1,9,9,10,1,7,6,0
2,149,108,38,3,1,1,2,2,1,1,7,4,1,1,8,5,5,3,9,0
1,183,66,41,3,2,3,2,1,2,1,7,4,8,2,3,4,7,5,8,0
1,183,53,44,1,1,2,2,2,1,1,7,4,3,2,5,10,0,2,0,0
2,145,55,36,3,3,2,3,1,2,1,8,8,7,6,2,8,9,3,3,0
2,147,103,29,1,2,2,3,1,1,3,5,10,1,2,8,0,8,8,2,0
1,149,129,44,2,3,1,1,1,2,3,10,1,0,4,9,9,1,0,0,0
2,161,70,31,1,1,2,3,2,1,3,1,2,10,0,5,0,8,10,2,0
1,165,45,13,1,1,3,1,1,2,3,8,5,3,3,10,0,8,5,4,0
2,197,83,51,3,1,2,3,1,2,1,7,3,3,5,5,3,1,3,4,0
1,190,117,46,1,2,3,2,1,1,2,8,0,4,6,1,2,7,7,1,0
2,172,51,14,2,2,1,3,2,1,2,3,9,1,0,8,5,6,5,1,0
1,140,119,19,1,1,3,2,2,1,2,10,1,6,6,0,5,10,5,5,0
1,180,125,32,1,1,1,2,2,1,1,8,6,0,9,6,5,3,0,2,0
1,143,87,21,3,1,3,2,2,1,1,0,8,8,9,9,10,5,7,5,0
2,183,117,33,1,1,3,2,2,1,2,3,10,8,2,4,10,8,4,3,0
1,173,42,20,1,3,1,2,2,1,1,10,4,6,1,5,4,2,3,7,0
2,139,70,12,2,3,2,2,2,1,2,3,10,9,5,0,8,7,8,7,0
1,176,116,35,2,1,3,1,2,1,2,7,0,4,6,1,3,5,7,3,0
1,149,45,34,2,2,2,3,2,1,3,7,1,0,8,2,6,5,4,9,0
1,168,57,45,2,1,2,2,1,2,2,1,2,2,5,5,2,2,6,6,0
1,169,103,46,1,3,2,2,1,1,3,5,7,2,5,10,0,4,4,0,0
2,135,69,25,1,3,1,2,1,1,3,3,5,7,3,1,8,3,6,8,0
1,182,127,46,3,2,3,3,1,2,3,9,7,8,0,3,7,8,9,4,0
1,141,112,11,3,1,3,1,1,1,3,9,8,4,4,9,8,4,7,9,0
1,169,112,38,1,2,3,1,2,2,3,7,10,5,0,7,0,7,5,8,0
1,161,61,57,3,3,1,3,1,1,1,5,0,9,6,4,4,7,5,0,0
2,152,82,13,2,2,3,3,2,1,3,7,0,2,9,6,9,3,4,10,0
1,178,73,45,1,2,1,2,2,1,3,3,0,3,8,0,10,2,9,2,0
2,188,114,18,3,3,3,3,1,1,1,6,7,0,9,2,7,9,3,10,0
1,160,114,47,2,2,2,3,2,2,1,4,3,5,10,8,5,5,6,5,0
1,168,114,11,3,2,2,3,2,2,2,9,0,2,2,2,5,0,10,4,0
1,196,87,11,3,3,3,1,1,1,1,1,0,8,3,4,5,10,0,0,0
1,199,108,16,1,3,3,3,2,1,2,2,0,3,8,7,9,10,6,2,0
1,160,52,52,1,3,1,1,1,1,3,4,7,6,5,4,4,7,1,0,0
1,175,82,22,1,1,3,3,2,1,1,5,10,4,10,3,5,4,6,2,0
1,153,121,56,1,3,1,2,1,1,1,10,3,9,10,1,9,7,3,8,0
2,186,81,44,3,2,2,3,1,1,2,7,4,1,0,5,7,3,0,8,0
2,184,54,12,2,2,2,3,2,2,1,6,1,10,7,2,2,10,8,1,0
2,153,113,38,1,3,1,1,2,2,2,2,7,3,5,10,5,7,5,9,0
2,197,97,28,3,3,1,1,2,1,3,10,2,2,6,3,1,10,7,3,0
1,169,120,26,3,1,3,3,2,1,3,1,0,6,6,8,0,0,5,6,0
1,165,64,40,3,3,2,3,2,2,3,6,5,6,0,2,6,2,0,8,0
2,164,72,29,2,2,2,1,1,2,2,0,2,0,1,10,3,3,8,2,0
1,196,53,25,1,3,1,1,2,1,1,3,3,10,10,4,10,8,6,10,0
2,190,47,58,1,2,1,1,1,1,3,0,6,7,1,5,8,10,0,8,0
2,135,40,30,2,2,1,1,1,2,1,10,2,10,10,9,7,5,3,0,0
1,158,91,41,1,2,3,1,2,2,2,9,1,6,8,4,1,5,7,2,0
1,147,61,19,3,2,3,2,2,1,1,3,7,0,4,10,3,2,0,1,0
1,176,81,34,3,1,1,1,2,2,1,2,5,8,1,8,2,8,0,3,0
2,198,106,35,2,1,2,1,2,2,2,6,2,0,7,7,7,0,8,3,0
1,163,105,45,2,1,3,2,1,2,2,8,10,0,3,7,6,1,10,4,1
2,152,127,53,3,3,2,2,2,1,3,3,8,6,8,2,4,10,9,3,0
1,158,126,58,2,1,2,2,1,1,1,9,4,6,4,1,10,7,3,10,0
1,167,76,29,1,1,2,2,2,2,1,9,1,5,8,3,8,1,8,6,0
2,158,90,50,2,3,2,2,2,1,1,8,0,10,1,5,10,9,3,6,0
2,186,93,37,1,3,2,3,2,1,1,0,1,1,5,10,9,8,5,3,0
1,198,76,40,1,1,3,2,2,2,3,5,2,7,8,10,0,8,3,1,0
2,188,44,45,2,2,1,3,1,2,3,2,0,6,1,9,2,9,7,0,0
1,199,96,31,3,2,1,3,1,1,2,0,3,2,0,4,2,5,2,10,0
2,191,55,33,1,2,3,2,2,1,2,1,1,0,6,3,6,4,4,5,0
2,166,59,49,2,1,1,2,2,2,2,4,4,7,8,4,1,7,9,3,0
2,199,86,56,3,1,3,1,2,1,3,1,9,5,0,7,0,3,1,6,0
2,157,48,51,2,3,2,2,2,2,2,8,5,5,3,8,3,3,0,7,0
2,157,109,26,1,1,3,2,1,2,2,2,7,2,6,9,9,4,3,5,0
2,175,55,15,2,2,3,3,1,2,2,7,0,7,9,4,1,7,10,4,0
2,191,103,35,1,1,3,3,1,2,1,7,0,9,8,1,5,0,3,3,0
1,156,84,50,2,3,2,2,1,1,3,0,6,1,7,9,0,10,9,3,0
2,196,76,54,2,3,2,1,1,1,2,1,8,9,3,6,4,6,3,2,0
2,189,107,48,1,1,3,1,2,2,1,8,1,0,3,2,4,4,3,5,0
1,182,50,46,3,3,2,1,1,2,1,7,7,0,0,4,9,8,6,2,0
1,148,67,42,1,3,2,3,1,1,3,1,6,5,6,10,3,2,6,3,0
2,198,47,31,1,3,2,2,1,1,2,9,0,2,10,0,9,6,5,0,0
2,155,71,53,2,1,1,1,1,1,2,6,10,9,7,8,4,5,10,8,0
2,171,70,12,2,1,3,3,2,1,2,9,0,2,7,2,7,3,4,8,0
2,197,40,32,2,1,3,1,2,1,1,10,2,9,8,0,1,2,6,4,0
1,136,52,52,2,2,1,1,2,1,2,7,1,5,7,2,0,5,5,1,0
1,197,129,47,3,2,3,1,2,2,2,3,1,9,0,6,3,1,7,3,0
1,166,102,58,2,1,3,1,2,2,1,10,5,4,1,9,3,5,7,6,0
2,164,119,15,2,1,2,2,1,2,3,2,6,0,8,5,2,10,7,9,0
2,148,79,26,1,2,2,1,2,1,2,9,8,9,3,3,5,5,4,1,0
2,144,86,10,3,2,1,1,1,2,2,6,6,6,0,1,0,8,9,4,0
1,171,49,31,1,1,2,3,2,2,1,4,1,8,10,5,5,7,5,1,0
1,178,93,26,2,2,1,3,1,1,3,10,7,9,9,7,9,3,2,3,0
2,172,125,55,2,2,3,3,2,1,3,5,9,5,7,2,4,6,6,8,0
1,171,58,18,2,2,2,2,1,1,1,4,10,4,1,7,2,2,8,2,0
2,185,129,52,3,2,2,1,2,2,3,10,3,0,0,10,10,0,5,0,0
2,148,104,15,3,2,2,3,1,1,2,9,10,4,3,4,6,5,5,9,0
2,171,65,14,3,2,2,1,2,2,1,3,0,5,0,7,8,7,2,5,0
2,179,116,29,3,3,3,3,1,1,3,8,0,1,0,3,1,10,3,0,0
1,194,41,33,1,3,3,1,2,1,3,6,8,2,10,1,8,5,4,4,0
1,140,124,55,3,2,3,2,1,1,3,10,10,8,0,2,10,8,7,7,0
2,146,124,31,1,2,1,1,2,1,2,0,4,1,9,4,10,8,5,10,0
2,145,115,42,1,1,3,1,2,1,3,8,8,0,6,8,2,5,4,10,0
2,164,54,26,1,2,3,3,2,1,3,5,2,4,1,10,10,7,5,8,0
2,171,94,25,1,1,3,3,1,1,3,7,3,8,5,9,3,9,5,3,0
2,188,86,58,2,2,3,3,1,2,1,9,7,4,4,2,8,9,1,7,0
2,135,49,48,1,2,3,2,1,2,2,2,1,4,5,8,10,7,5,10,0
1,187,93,55,3,3,1,1,1,1,3,10,1,6,4,4,3,5,4,4,0
1,164,48,51,1,3,1,2,2,1,2,3,6,6,3,10,7,9,5,8,0
1,149,103,22,3,1,2,1,1,1,2,3,6,7,0,9,7,4,8,4,0
1,138,92,48,3,2,3,3,2,1,3,9,10,3,8,1,3,5,0,10,0
1,169,122,32,2,3,2,3,1,2,2,0,9,6,4,3,5,6,1,0,0
1,178,110,17,1,1,1,1,1,2,2,8,1,10,9,9,2,3,1,9,0
1,154,73,50,3,1,2,3,1,2,1,8,5,6,0,7,7,2,10,2,0
1,141,87,50,1,3,3,2,1,1,2,7,1,6,5,0,7,9,10,1,0
1,141,42,25,2,2,2,2,1,2,2,3,2,1,3,7,1,1,3,5,0
1,193,124,53,3,2,1,2,1,2,3,1,5,0,10,8,3,8,7,8,0
2,170,103,49,3,3,3,3,1,2,2,3,6,8,8,3,1,2,0,2,0
1,141,79,50,3,1,3,2,2,1,2,4,3,8,9,1,5,5,3,0,0
2,162,113,11,1,2,1,2,1,2,1,8,4,7,10,10,4,4,9,8,0
1,154,124,31,1,1,1,1,2,1,2,2,1,1,1,5,2,10,1,2,0
1,140,121,31,1,2,1,2,2,2,2,2,6,5,3,10,9,3,10,4,0
1,138,60,50,1,2,2,3,1,2,1,4,9,3,7,9,10,4,5,2,0
2,199,112,56,1,1,2,3,2,2,3,10,8,5,2,5,8,0,6,5,0
1,191,122,23,3,2,2,3,1,2,3,2,6,8,2,4,3,9,5,8,0
2,180,55,34,2,1,2,3,2,2,3,8,4,8,5,10,1,6,8,0,0
1,187,41,30,3,1,2,1,2,1,1,2,5,4,8,10,6,10,0,9,0
2,155,74,25,2,3,2,2,1,1,1,7,1,1,7,0,9,7,9,0,0
1,160,88,22,2,2,2,1,1,1,1,7,2,7,0,6,1,8,4,3,0
2,181,61,59,2,3,3,2,1,2,3,6,8,1,10,10,0,1,2,0,0
2,187,70,17,2,1,2,1,2,2,2,2,9,10,4,9,0,2,3,2,0
1,145,85,13,2,2,2,1,2,1,3,0,3,8,2,9,9,5,3,2,0
2,194,120,54,2,2,3,2,1,2,1,2,9,6,5,7,10,4,0,7,0
1,157,69,55,2,2,1,2,1,2,3,6,3,8,2,2,7,8,0,2,0
1,157,102,54,2,3,2,2,1,2,1,4,7,7,4,1,8,8,8,2,0
1,190,83,58,1,3,3,1,1,2,2,6,10,0,5,5,8,8,7,5,0
2,163,92,32,2,2,3,3,2,2,3,0,8,2,5,6,3,9,3,2,0
2,191,119,24,2,2,2,1,2,2,1,0,2,1,10,9,5,6,7,2,0
2,167,114,24,3,1,2,3,2,2,2,10,4,6,4,9,6,7,0,5,0
2,194,111,40,1,1,3,1,1,2,2,1,8,9,9,10,8,2,3,8,0
2,140,50,45,1,1,1,2,1,1,2,7,8,3,8,1,9,0,2,7,0
1,163,96,43,3,3,2,2,2,1,1,5,10,2,10,7,10,3,10,6,0
2,175,117,26,2,1,3,1,2,1,3,6,9,5,8,4,4,4,8,5,0
1,193,46,30,1,2,3,1,1,1,2,8,2,0,6,0,8,8,0,1,0
1,184,85,56,3,1,2,2,2,2,3,10,4,3,5,6,4,7,10,5,0
2,156,103,38,1,3,3,1,2,1,3,9,3,1,7,9,0,7,6,5,0
2,198,44,16,1,2,3,3,2,2,2,6,10,1,7,3,1,10,10,4,0
1,145,128,16,3,1,2,1,1,2,3,9,7,0,5,8,4,3,3,8,0
2,149,92,47,1,2,3,3,2,2,1,3,0,0,7,1,1,10,9,0,0
1,137,63,57,3,1,2,3,1,2,2,10,6,5,9,8,0,6,5,9,0
1,139,82,40,2,1,1,1,1,1,1,3,5,5,4,2,0,2,3,10,0
2,172,70,45,3,2,1,3,2,2,1,9,10,5,0,9,9,4,2,9,0
2,162,56,29,3,2,3,1,1,1,1,6,0,8,2,4,9,9,7,5,0
2,149,104,56,3,3,3,2,1,2,2,1,9,1,2,4,7,8,4,6,0
1,196,74,34,3,1,1,2,1,1,2,9,2,3,8,8,4,4,2,4,0
1,139,75,37,1,1,2,2,2,1,3,9,9,2,1,9,6,0,9,7,0
